date,epiweek,county_name,sample_neighborhood_in_county_name,county_level_retail_and_recreation_percent_change_from_baseline_daily,county_level_grocery_and_pharmacy_percent_change_from_baseline_daily,county_level_parks_percent_change_from_baseline_daily,county_level_transit_stations_percent_change_from_baseline_daily,county_level_workplaces_percent_change_from_baseline_daily,county_level_residential_percent_change_from_baseline_daily,neighborhood_level_hospitalizations_monthly,fips,region,sample_neighborhood_in_county_modzcta,sample_neighborhood_in_county_nta_id,epiweek_ending,county_level_retail_and_recreation_percent_change_from_baseline_epiweek_avg,county_level_grocery_and_pharmacy_percent_change_from_baseline_epiweek_avg,county_level_parks_percent_change_from_baseline_epiweek_avg,county_level_transit_stations_percent_change_from_baseline_epiweek_avg,county_level_workplaces_percent_change_from_baseline_epiweek_avg,county_level_residential_percent_change_from_baseline_epiweek_avg,neighborhood_level_hospitalizations_monthly_per_100K
15/11/21,202146,Kings County,Bay Ridge,-21.0,-8.0,-2.0,-28.0,-30.0,8.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
16/11/21,202146,Kings County,Bay Ridge,-18.0,-3.0,16.0,-26.0,-29.0,7.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
17/11/21,202146,Kings County,Bay Ridge,-16.0,-3.0,21.0,-27.0,-29.0,7.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
18/11/21,202146,Kings County,Bay Ridge,-11.0,1.0,48.0,-27.0,-29.0,7.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
19/11/21,202146,Kings County,Bay Ridge,-22.0,-9.0,0.0,-27.0,-30.0,8.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
20/11/21,202146,Kings County,Bay Ridge,-19.0,-7.0,35.0,-22.0,-17.0,2.0,18.0,US,NY,11209,BK1001,20-11-21,-17.9,-5.9,18.4,-26.1,-26.4,6.0,26.7
21/11/21,202147,Kings County,Bay Ridge,-17.0,-10.0,22.0,-24.0,-20.0,2.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
22/11/21,202147,Kings County,Bay Ridge,-18.0,-3.0,-3.0,-27.0,-30.0,8.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
23/11/21,202147,Kings County,Bay Ridge,-16.0,4.0,3.0,-27.0,-31.0,7.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
24/11/21,202147,Kings County,Bay Ridge,-7.0,20.0,6.0,-30.0,-35.0,6.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
25/11/21,202147,Kings County,Bay Ridge,-51.0,-21.0,4.0,-58.0,-75.0,18.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
26/11/21,202147,Kings County,Bay Ridge,-34.0,-27.0,-31.0,-51.0,-60.0,16.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
27/11/21,202147,Kings County,Bay Ridge,-28.0,-22.0,-3.0,-33.0,-23.0,3.0,18.0,US,NY,11209,BK1001,27-11-21,-24.4,-8.4,-0.3,-35.7,-39.1,8.6,26.7
28/11/21,202148,Kings County,Bay Ridge,-27.0,-21.0,-7.0,-32.0,-23.0,3.0,18.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,26.7
29/11/21,202148,Kings County,Bay Ridge,-22.0,-9.0,-3.0,-30.0,-31.0,8.0,18.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,26.7
30/11/21,202148,Kings County,Bay Ridge,-21.0,-6.0,0.0,-28.0,-30.0,8.0,18.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,26.7
1/12/21,202148,Kings County,Bay Ridge,-18.0,-3.0,13.0,-28.0,-30.0,8.0,93.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,137.7
2/12/21,202148,Kings County,Bay Ridge,-18.0,-1.0,19.0,-29.0,-30.0,8.0,93.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,137.7
3/12/21,202148,Kings County,Bay Ridge,-22.0,-7.0,2.0,-28.0,-31.0,8.0,93.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,137.7
4/12/21,202148,Kings County,Bay Ridge,-19.0,-9.0,30.0,-21.0,-16.0,2.0,93.0,US,NY,11209,BK1001,4-12-21,-21.0,-8.0,7.7,-28.0,-27.3,6.4,137.7
5/12/21,202149,Kings County,Bay Ridge,-19.0,-13.0,16.0,-25.0,-22.0,3.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
6/12/21,202149,Kings County,Bay Ridge,-21.0,-7.0,6.0,-28.0,-30.0,8.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
7/12/21,202149,Kings County,Bay Ridge,-21.0,-5.0,7.0,-28.0,-28.0,8.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
8/12/21,202149,Kings County,Bay Ridge,-21.0,-7.0,1.0,-30.0,-28.0,8.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
9/12/21,202149,Kings County,Bay Ridge,-19.0,-3.0,5.0,-30.0,-28.0,7.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
10/12/21,202149,Kings County,Bay Ridge,-22.0,-7.0,6.0,-28.0,-29.0,8.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
11/12/21,202149,Kings County,Bay Ridge,-21.0,-11.0,16.0,-21.0,-15.0,2.0,93.0,US,NY,11209,BK1001,11-12-21,-20.6,-7.6,8.1,-27.1,-25.7,6.3,137.7
12/12/21,202150,Kings County,Bay Ridge,-18.0,-13.0,13.0,-25.0,-18.0,3.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
13/12/21,202150,Kings County,Bay Ridge,-19.0,-6.0,6.0,-28.0,-28.0,8.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
14/12/21,202150,Kings County,Bay Ridge,-18.0,-4.0,19.0,-28.0,-29.0,8.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
15/12/21,202150,Kings County,Bay Ridge,-17.0,-3.0,10.0,-29.0,-29.0,7.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
16/12/21,202150,Kings County,Bay Ridge,-13.0,1.0,27.0,-29.0,-29.0,7.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
17/12/21,202150,Kings County,Bay Ridge,-20.0,-4.0,14.0,-28.0,-31.0,8.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
18/12/21,202150,Kings County,Bay Ridge,-24.0,-12.0,-5.0,-27.0,-17.0,4.0,93.0,US,NY,11209,BK1001,18-12-21,-18.4,-5.9,12.0,-27.7,-25.9,6.4,137.7
19/12/21,202151,Kings County,Bay Ridge,-20.0,-13.0,-9.0,-28.0,-20.0,3.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
20/12/21,202151,Kings County,Bay Ridge,-18.0,-3.0,-8.0,-33.0,-34.0,10.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
21/12/21,202151,Kings County,Bay Ridge,-17.0,3.0,4.0,-33.0,-36.0,10.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
22/12/21,202151,Kings County,Bay Ridge,-15.0,5.0,-3.0,-35.0,-37.0,10.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
23/12/21,202151,Kings County,Bay Ridge,-10.0,15.0,2.0,-37.0,-41.0,10.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
24/12/21,202151,Kings County,Bay Ridge,-28.0,9.0,-20.0,-50.0,-64.0,18.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
25/12/21,202151,Kings County,Bay Ridge,-70.0,-51.0,-26.0,-58.0,-56.0,11.0,93.0,US,NY,11209,BK1001,25-12-21,-25.4,-5.0,-8.6,-39.1,-41.1,10.3,137.7
26/12/21,202152,Kings County,Bay Ridge,-34.0,-24.0,4.0,-39.0,-29.0,5.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
27/12/21,202152,Kings County,Bay Ridge,-28.0,-12.0,-16.0,-45.0,-51.0,15.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
28/12/21,202152,Kings County,Bay Ridge,-26.0,-7.0,1.0,-42.0,-51.0,15.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
29/12/21,202152,Kings County,Bay Ridge,-25.0,-6.0,-7.0,-45.0,-51.0,15.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
30/12/21,202152,Kings County,Bay Ridge,-17.0,7.0,11.0,-43.0,-52.0,15.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
31/12/21,202152,Kings County,Bay Ridge,-29.0,2.0,1.0,-50.0,-65.0,20.0,93.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,137.7
1/1/22,202152,Kings County,Bay Ridge,-60.0,-50.0,-35.0,-55.0,-50.0,13.0,82.0,US,NY,11209,BK1001,1-1-22,-31.3,-12.9,-5.9,-45.6,-49.9,14.0,121.5
2/1/22,202201,Kings County,Bay Ridge,-34.0,-20.0,1.0,-40.0,-28.0,7.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
3/1/22,202201,Kings County,Bay Ridge,-33.0,-13.0,-27.0,-42.0,-42.0,15.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
4/1/22,202201,Kings County,Bay Ridge,-32.0,-8.0,-12.0,-39.0,-40.0,14.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
5/1/22,202201,Kings County,Bay Ridge,-33.0,-10.0,-20.0,-41.0,-39.0,15.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
6/1/22,202201,Kings County,Bay Ridge,-27.0,2.0,-5.0,-39.0,-38.0,13.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
7/1/22,202201,Kings County,Bay Ridge,-46.0,-27.0,-27.0,-44.0,-45.0,19.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
8/1/22,202201,Kings County,Bay Ridge,-37.0,-19.0,-8.0,-40.0,-23.0,8.0,82.0,US,NY,11209,BK1001,8-1-22,-34.6,-13.6,-14.0,-40.7,-36.4,13.0,121.5
9/1/22,202202,Kings County,Bay Ridge,-37.0,-23.0,-30.0,-43.0,-24.0,8.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
10/1/22,202202,Kings County,Bay Ridge,-31.0,-11.0,-23.0,-38.0,-36.0,13.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
11/1/22,202202,Kings County,Bay Ridge,-38.0,-19.0,-28.0,-42.0,-38.0,14.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
12/1/22,202202,Kings County,Bay Ridge,-28.0,-8.0,-10.0,-38.0,-35.0,12.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
13/1/22,202202,Kings County,Bay Ridge,-25.0,-2.0,9.0,-36.0,-35.0,11.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
14/1/22,202202,Kings County,Bay Ridge,-32.0,-10.0,-16.0,-37.0,-35.0,12.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
15/1/22,202202,Kings County,Bay Ridge,-39.0,-25.0,-27.0,-43.0,-22.0,7.0,82.0,US,NY,11209,BK1001,15-1-22,-32.9,-14.0,-17.9,-39.6,-32.1,11.0,121.5
16/1/22,202203,Kings County,Bay Ridge,-37.0,-24.0,-30.0,-42.0,-25.0,7.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
17/1/22,202203,Kings County,Bay Ridge,-36.0,-23.0,-33.0,-55.0,-57.0,19.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
18/1/22,202203,Kings County,Bay Ridge,-31.0,-12.0,-9.0,-36.0,-34.0,11.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
19/1/22,202203,Kings County,Bay Ridge,-25.0,-6.0,3.0,-36.0,-33.0,10.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
20/1/22,202203,Kings County,Bay Ridge,-32.0,-14.0,-19.0,-40.0,-34.0,12.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
21/1/22,202203,Kings County,Bay Ridge,-35.0,-18.0,-29.0,-39.0,-34.0,12.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
22/1/22,202203,Kings County,Bay Ridge,-32.0,-18.0,-9.0,-36.0,-20.0,6.0,82.0,US,NY,11209,BK1001,22-1-22,-32.6,-16.4,-18.0,-40.6,-33.9,11.0,121.5
23/1/22,202204,Kings County,Bay Ridge,-31.0,-21.0,-15.0,-37.0,-22.0,5.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
24/1/22,202204,Kings County,Bay Ridge,-30.0,-14.0,-16.0,-35.0,-32.0,11.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
25/1/22,202204,Kings County,Bay Ridge,-26.0,-8.0,-1.0,-34.0,-32.0,10.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
26/1/22,202204,Kings County,Bay Ridge,-28.0,-13.0,-16.0,-38.0,-33.0,11.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
27/1/22,202204,Kings County,Bay Ridge,-26.0,-3.0,-8.0,-37.0,-32.0,10.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
28/1/22,202204,Kings County,Bay Ridge,-32.0,0.0,-24.0,-36.0,-33.0,11.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
29/1/22,202204,Kings County,Bay Ridge,-73.0,-61.0,-46.0,-60.0,-49.0,18.0,82.0,US,NY,11209,BK1001,29-1-22,-35.1,-17.1,-18.0,-39.6,-33.3,10.9,121.5
30/1/22,202205,Kings County,Bay Ridge,-46.0,-34.0,-27.0,-39.0,-27.0,9.0,82.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,121.5
31/1/22,202205,Kings County,Bay Ridge,-33.0,-16.0,-24.0,-34.0,-37.0,12.0,82.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,121.5
1/2/22,202205,Kings County,Bay Ridge,-29.0,-11.0,-16.0,-35.0,-41.0,12.0,18.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,26.7
2/2/22,202205,Kings County,Bay Ridge,-25.0,-6.0,-10.0,-31.0,-30.0,9.0,18.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,26.7
3/2/22,202205,Kings County,Bay Ridge,-28.0,-8.0,-21.0,-33.0,-31.0,9.0,18.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,26.7
4/2/22,202205,Kings County,Bay Ridge,-36.0,-19.0,-36.0,-36.0,-32.0,12.0,18.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,26.7
5/2/22,202205,Kings County,Bay Ridge,-29.0,-15.0,-15.0,-33.0,-19.0,4.0,18.0,US,NY,11209,BK1001,5-2-22,-32.3,-15.6,-21.3,-34.4,-31.0,9.6,26.7
6/2/22,202206,Kings County,Bay Ridge,-29.0,-20.0,-17.0,-36.0,-22.0,4.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
7/2/22,202206,Kings County,Bay Ridge,-30.0,-15.0,-25.0,-34.0,-30.0,10.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
8/2/22,202206,Kings County,Bay Ridge,-24.0,-6.0,1.0,-30.0,-30.0,8.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
9/2/22,202206,Kings County,Bay Ridge,-23.0,-6.0,3.0,-32.0,-30.0,8.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
10/2/22,202206,Kings County,Bay Ridge,-20.0,-2.0,19.0,-31.0,-30.0,8.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
11/2/22,202206,Kings County,Bay Ridge,-24.0,-7.0,9.0,-31.0,-30.0,8.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
12/2/22,202206,Kings County,Bay Ridge,-20.0,-8.0,53.0,-23.0,-18.0,2.0,18.0,US,NY,11209,BK1001,12-2-22,-24.3,-9.1,6.1,-31.0,-27.1,6.9,26.7
13/2/22,202207,Kings County,Bay Ridge,-36.0,-23.0,-32.0,-37.0,-24.0,5.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
14/2/22,202207,Kings County,Bay Ridge,-24.0,-10.0,-24.0,-32.0,-30.0,9.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
15/2/22,202207,Kings County,Bay Ridge,-30.0,-13.0,-13.0,-33.0,-30.0,9.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
16/2/22,202207,Kings County,Bay Ridge,-25.0,-9.0,-5.0,-32.0,-29.0,8.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
17/2/22,202207,Kings County,Bay Ridge,-20.0,-4.0,28.0,-30.0,-29.0,7.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
18/2/22,202207,Kings County,Bay Ridge,-29.0,-15.0,-15.0,-34.0,-31.0,9.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
19/2/22,202207,Kings County,Bay Ridge,-31.0,-20.0,-12.0,-33.0,-20.0,4.0,18.0,US,NY,11209,BK1001,19-2-22,-27.9,-13.4,-10.4,-33.0,-27.6,7.3,26.7
20/2/22,202208,Kings County,Bay Ridge,-28.0,-24.0,-15.0,-35.0,-22.0,3.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
21/2/22,202208,Kings County,Bay Ridge,-20.0,-13.0,21.0,-46.0,-55.0,14.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
22/2/22,202208,Kings County,Bay Ridge,-32.0,-20.0,-20.0,-40.0,-40.0,11.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
23/2/22,202208,Kings County,Bay Ridge,-21.0,-10.0,27.0,-38.0,-39.0,9.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
24/2/22,202208,Kings County,Bay Ridge,-27.0,-12.0,-21.0,-40.0,-39.0,10.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
25/2/22,202208,Kings County,Bay Ridge,-37.0,-23.0,-36.0,-43.0,-42.0,13.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
26/2/22,202208,Kings County,Bay Ridge,-30.0,-18.0,-3.0,-31.0,-20.0,3.0,18.0,US,NY,11209,BK1001,26-2-22,-27.9,-17.1,-6.7,-39.0,-36.7,9.0,26.7
27/2/22,202209,Kings County,Bay Ridge,-28.0,-20.0,-5.0,-34.0,-21.0,3.0,18.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,26.7
28/2/22,202209,Kings County,Bay Ridge,-28.0,-14.0,-15.0,-34.0,-30.0,8.0,18.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,26.7
1/3/22,202209,Kings County,Bay Ridge,-27.0,-10.0,-7.0,-32.0,-29.0,7.0,8.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,11.8
2/3/22,202209,Kings County,Bay Ridge,-23.0,-9.0,11.0,-33.0,-29.0,7.0,8.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,11.8
3/3/22,202209,Kings County,Bay Ridge,-25.0,-10.0,-7.0,-36.0,-29.0,7.0,8.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,11.8
4/3/22,202209,Kings County,Bay Ridge,-30.0,-14.0,-22.0,-36.0,-29.0,8.0,8.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,11.8
5/3/22,202209,Kings County,Bay Ridge,-26.0,-16.0,4.0,-31.0,-17.0,2.0,8.0,US,NY,11209,BK1001,5-3-22,-26.7,-13.3,-5.9,-33.7,-26.3,6.0,11.8
6/3/22,202210,Kings County,Bay Ridge,-25.0,-20.0,15.0,-35.0,-21.0,3.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
7/3/22,202210,Kings County,Bay Ridge,-25.0,-13.0,11.0,-34.0,-28.0,8.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
8/3/22,202210,Kings County,Bay Ridge,-28.0,-12.0,-5.0,-35.0,-28.0,7.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
9/3/22,202210,Kings County,Bay Ridge,-37.0,-26.0,-40.0,-41.0,-30.0,9.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
10/3/22,202210,Kings County,Bay Ridge,-25.0,-7.0,-3.0,-36.0,-28.0,7.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
11/3/22,202210,Kings County,Bay Ridge,-27.0,-11.0,-3.0,-35.0,-29.0,7.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
12/3/22,202210,Kings County,Bay Ridge,-44.0,-34.0,-49.0,-45.0,-22.0,7.0,8.0,US,NY,11209,BK1001,12-3-22,-30.1,-17.6,-10.6,-37.3,-26.6,6.9,11.8
13/3/22,202211,Kings County,Bay Ridge,-30.0,-23.0,-28.0,-40.0,-22.0,4.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
14/3/22,202211,Kings County,Bay Ridge,-26.0,-12.0,4.0,-36.0,-29.0,7.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
15/3/22,202211,Kings County,Bay Ridge,-24.0,-10.0,25.0,-32.0,-28.0,6.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
16/3/22,202211,Kings County,Bay Ridge,-21.0,-11.0,23.0,-35.0,-29.0,6.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
17/3/22,202211,Kings County,Bay Ridge,-31.0,-17.0,-21.0,-39.0,-35.0,9.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
18/3/22,202211,Kings County,Bay Ridge,-22.0,-13.0,36.0,-34.0,-31.0,6.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
19/3/22,202211,Kings County,Bay Ridge,-24.0,-18.0,39.0,-32.0,-18.0,1.0,8.0,US,NY,11209,BK1001,19-3-22,-25.4,-14.9,11.1,-35.4,-27.4,5.6,11.8
20/3/22,202212,Kings County,Bay Ridge,-24.0,-21.0,24.0,-34.0,-20.0,2.0,8.0,US,NY,11209,BK1001,26-3-22,-26.9,-16.1,3.0,-35.7,-25.7,5.6,11.8
21/3/22,202212,Kings County,Bay Ridge,-25.0,-13.0,16.0,-35.0,-28.0,7.0,8.0,US,NY,11209,BK1001,26-3-22,-26.9,-16.1,3.0,-35.7,-25.7,5.6,11.8
